Phrase,Form,Role,Type,KeyLexemes
за прилавком,за + Sins,место,Circum,щелкать
за прилавком,за + Sins,место,Circum,щелкнуть
по-прежнему,ADV,узуальность,Circum,щелкать
по-прежнему,ADV,узуальность,Circum,щелкнуть
снова,ADV,узуальность,Circum,щелкать
снова,ADV,узуальность,Circum,щелкнуть
по словам поэта,по + Sdat,цитация,Circum,щелкать
по словам поэта,по + Sdat,цитация,Circum,щелкнуть
от голода,от + Sgen,причина,Circum,щелкать
от голода,от + Sgen,причина,Circum,щелкнуть
"при виде зайцев , обитавших рядом за проволокой",при + Sloc,одновременность,Circum,щелкать
"при виде зайцев , обитавших рядом за проволокой",при + Sloc,одновременность,Circum,щелкнуть
достаточно,PRAEDIC,,Control,щелкать
достаточно,PRAEDIC,,Control,щелкнуть
на памире,на + Sloc ,место,Circum,щелкать
на памире,на + Sloc ,место,Circum,щелкнуть
без устали,без + Sgen,узуальность,Circum,щелкать
без устали,без + Sgen,узуальность,Circum,щелкнуть
пальцем,Sins,инструмент,Circum,щелкать
пальцем,Sins,инструмент,Circum,щелкнуть
ярко,ADV,образ действия,Circum,щелкать
ярко,ADV,образ действия,Circum,щелкнуть
под ветром,под + Sins,причина,Circum,щелкать
под ветром,под + Sins,причина,Circum,щелкнуть
"звонко , как языком",ADV,образ действия,Circum,щелкать
"звонко , как языком",ADV,образ действия,Circum,щелкнуть
в наказание за тупость,в + Sacc,причина,Circum,щелкать
в наказание за тупость,в + Sacc,причина,Circum,щелкнуть
